,Player,Team,Position,Age,Date of Birth,Birth City,Birth State/Province,Birth Country,Nationality,Height (in),Weight (lbs),Draft Year,Draft Team,Draft Round,Round Pick,Overall Draft Position
438,Kirill Kaprizov,MIN,L,27,4/26/1997,Novokuznetsk,,RUS,RUS,70,202,2015,MIN,5,14,135
656,Kirill Marchenko,CBJ,R,23,7/21/2000,Barnaul,,RUS,RUS,75,197,2018,CBJ,2,18,49
553,Klim Kostin,"DET, S.J",C,25,5/5/1999,Penza,,RUS,RUS,75,215,2017,STL,1,31,31
539,Kole Lind,SEA,R,25,10/16/1998,Swift Current,SK,CAN,CAN,73,178,2017,VAN,2,2,33
19,Kris Letang,PIT,D,37,4/24/1987,Montreal,QC,CAN,CAN,72,201,2005,PIT,3,1,62
244,Kurtis MacDermid,"COL, N.J","D, L",30,3/25/1994,Sauble Beach,ON,CAN,CAN,77,233,-,-,-,-,-
251,Kyle Burroughs,S.J,D,28,7/12/1995,Vancouver,BC,CAN,CAN,72,193,2013,NYI,7,15,196
377,Kyle Connor,WPG,L,27,12/9/1996,Shelby Twp.,MI,USA,USA,74,179,2015,WPG,1,17,17
686,Kyle MacLean,NYI,C,25,4/29/1999,,,USA,,73,190,-,-,-,-,-
24,Kyle Okposo,"BUF, FLA",R,36,4/16/1988,St. Paul,MN,USA,USA,72,218,2006,NYI,1,7,7
74,Kyle Palmieri,NYI,C,33,2/1/1991,Smithtown,NY,USA,USA,71,198,2009,ANA,1,26,26
810,Landon Slaggert,CHI,L,21,6/25/2002,,,USA,,72,180,2020,CHI,3,17,79
879,Lane Hutson,MTL,D,20,2/14/2004,,,USA,,69,158,2022,MTL,2,30,62
51,Lars Eller,PIT,C,35,5/8/1989,Rodovre,,DNK,DNK,74,205,2007,STL,1,13,13
416,Lawson Crouse,ARI,L,26,6/23/1997,Mt. Brydges,ON,CAN,CAN,76,215,2015,FLA,1,11,11
911,Leo Carlsson,ANA,C,19,12/26/2004,,,SWE,,75,194,2023,ANA,1,2,2
318,Leon Draisaitl,EDM,C,28,10/27/1995,Cologne,,DEU,DEU,74,208,2014,EDM,1,3,3
641,Liam Foudy,"CBJ, NSH",C,24,2/4/2000,Toronto,ON,CAN,CAN,74,188,2018,CBJ,1,18,18
243,Liam O'Brien,ARI,C,29,7/29/1994,Halifax,NS,CAN,CAN,73,213,-,-,-,-,-
890,Liam Ohgren,MIN,L,20,1/28/2004,,,SWE,,72,187,2022,MIN,1,19,19
666,Linus Karlsson,VAN,C,24,11/16/1999,Eksjö,,SWE,SWE,73,178,2018,S.J,3,25,87
876,Logan Cooley,ARI,C,20,5/4/2004,Pittsburgh,PA,USA,USA,70,174,-,-,-,-,-
40,Logan Couture,S.J,C,35,3/28/1989,Guelph,ON,CAN,CAN,73,206,2007,S.J,1,9,9
869,Logan Morrison,SEA,C,21,7/9/2002,,,CAN,,72,179,-,-,-,-,-
684,Logan O'Connor,COL,R,27,8/14/1996,Missouri City,TX,USA,USA,72,175,-,-,-,-,-
843,Logan Stankoven,DAL,C,21,2/26/2003,Kamloops,BC,CAN,CAN,67,170,2021,DAL,2,15,47
485,Logan Stanley,WPG,D,26,5/26/1998,Waterloo,ON,CAN,CAN,79,242,2016,WPG,1,18,18
347,Louie Belpedio,PHI,D,28,5/14/1996,Skokie,IL,USA,USA,71,197,2014,MIN,3,20,80
760,Louis Crevier,CHI,D,23,5/4/2001,Quebec City,QC,CAN,CAN,72,196,2020,CHI,7,2,188
897,Lucas Condotta,MTL,L,26,6/19/1997,Georgetown,ON,CAN,CAN,73,223,-,-,-,-,-
459,Lucas Johansen,WSH,D,26,11/16/1997,Vancouver,BC,CAN,CAN,74,176,2016,WSH,1,28,28
770,Lucas Raymond,DET,L,22,3/28/2002,Gothenburg,,SWE,SWE,71,176,2020,DET,1,4,4
795,Lukas Cormier,VGK,D,22,3/27/2002,,,CAN,,71,185,2020,VGK,3,6,68
788,Lukas Reichel,CHI,L,22,5/17/2002,Nürnberg,,DEU,DEU,72,170,2020,CHI,1,17,17
757,Lukas Rousek,BUF,R,25,4/20/1999,Ostrov Nad Ohri,,CZE,CZE,71,171,2019,BUF,6,5,160
799,Luke Evangelista,NSH,R,22,2/21/2002,Toronto,ON,CAN,CAN,72,183,2020,NSH,2,11,42
191,Luke Glendening,T.B,C,35,4/28/1989,Grand Rapids,MI,USA,USA,71,190,-,-,-,-,-
841,Luke Hughes,N.J,D,20,9/9/2003,Manchester,NH,USA,USA,74,184,2021,N.J,1,4,4
456,Luke Kunin,S.J,C,26,12/4/1997,Chesterfield,MO,USA,USA,72,197,2016,MIN,1,15,15
56,Luke Schenn,NSH,D,34,11/2/1989,Saskatoon,SK,CAN,CAN,74,225,2008,TOR,1,5,5
560,MacKenzie Entwistle,CHI,R,24,7/14/1999,Georgetown,ON,CAN,CAN,75,184,2017,ARI,3,7,69
219,Mackenzie MacEachern,STL,L,30,3/9/1994,Bloomfield Hills,MI,USA,USA,74,193,2012,STL,3,6,67
252,MacKenzie Weegar,CGY,D,30,1/7/1994,Ottawa,ON,CAN,CAN,72,206,2013,FLA,7,25,206
846,Mackie Samoskevich,FLA,R,21,11/15/2002,Newtown,CT,USA,USA,71,191,2021,FLA,1,24,24
905,Maksymilian Szuber,ARI,D,21,8/25/2002,,,POL,,75,190,2022,ARI,6,2,163
813,Marat Khusnutdinov,MIN,C,21,7/17/2002,,,RUS,,71,176,2020,MIN,2,6,37
756,Marc Del Gaizo,NSH,D,24,10/11/1999,Basking Ridge,NJ,USA,USA,71,188,2019,NSH,4,16,109
874,Marc Johnstone,PIT,R,27,6/19/1996,,,USA,,72,181,-,-,-,-,-
872,Marc McLaughlin,BOS,C,24,7/26/1999,North Billerica,MA,USA,USA,72,203,-,-,-,-,-
15,Marc Staal,PHI,D,37,1/13/1987,Thunder Bay,ON,CAN,CAN,76,208,2005,NYR,1,12,12
18,Marc-Edouard Vlasic,S.J,D,37,3/30/1987,Montreal,QC,CAN,CAN,73,205,2005,S.J,2,5,35
771,Marco Rossi,MIN,C,22,9/23/2001,Feldkirch,,AUT,AUT,69,182,2020,MIN,1,9,9
64,Marco Scandella,STL,D,34,2/23/1990,Montreal,QC,CAN,CAN,75,212,2008,MIN,2,25,55
95,Marcus Foligno,MIN,L,32,8/10/1991,Buffalo,NY,USA,CAN,75,226,2009,BUF,4,13,104
73,Marcus Johansson,MIN,L,33,10/6/1990,Landskrona,,SWE,SWE,73,203,2009,WSH,1,24,24
338,Marcus Pettersson,PIT,D,28,5/8/1996,Skellefteå,,SWE,SWE,75,177,2014,ANA,2,8,38
595,Marián Studenic,SEA,R,25,10/28/1998,Skalica,,SVK,SVK,73,190,2017,N.J,5,19,143
536,Mario Ferraro,S.J,D,25,9/17/1998,Toronto,ON,CAN,CAN,72,209,2017,S.J,2,18,49
349,Mark Friedman,VAN,D,28,12/25/1995,Toronto,ON,CAN,CAN,71,185,2014,PHI,3,26,86
7,Mark Giordano,TOR,D,40,10/3/1983,Toronto,ON,CAN,CAN,72,205,-,-,-,-,-
201,Mark Jankowski,NSH,C,29,9/13/1994,Hamilton,ON,CAN,CAN,76,212,2012,CGY,1,21,21
606,Mark Kastelic,OTT,C,25,3/11/1999,Phoenix,AZ,USA,,75,233,2019,OTT,5,1,125
175,Mark Scheifele,WPG,C,31,3/15/1993,Kitchener,ON,CAN,CAN,75,198,2011,WPG,1,7,7
146,Mark Stone,VGK,R,32,5/13/1992,Winnipeg,MB,CAN,CAN,75,217,2010,OTT,6,28,178
896,Marshall Rifai,TOR,D,26,3/16/1998,,,CAN,,72,185,-,-,-,-,-
617,Martin Fehervary,WSH,D,24,10/6/1999,Bratislava,,SVK,SVK,74,199,2018,WSH,2,15,46
567,Martin Necas,CAR,C,25,1/15/1999,Nove Mesto na Morave,,CZE,CZE,74,189,2017,CAR,1,12,12
667,Martin Pospisil,CGY,C,24,11/19/1999,Zvolen,,SVK,SVK,74,173,2018,CGY,4,12,105
443,Mason Appleton,WPG,C,28,1/15/1996,Green Bay,WI,USA,USA,75,197,2015,WPG,6,17,168
828,Mason Lohrei,BOS,D,23,1/17/2001,,,USA,,77,211,2020,BOS,2,27,58
448,Mason Marchment,DAL,L,28,6/18/1995,Uxbridge,ON,CAN,,76,210,-,-,-,-,-
853,Mason McTavish,ANA,C,21,1/30/2003,Zurich,,CHE,CHE,72,213,2021,ANA,1,3,3
690,Mason Morelli,VGK,L,28,2/1/1996,,,USA,,73,198,-,-,-,-,-
530,Mason Shaw,MIN,C,25,11/3/1998,Lloydminster,AB,CAN,CAN,70,184,2017,MIN,4,4,97
401,Mathew Barzal,NYI,C,27,5/26/1997,Coquitlam,BC,CAN,CAN,73,190,2015,NYI,1,16,16
415,Mathieu Joseph,OTT,R,27,2/9/1997,Laval,QC,CAN,CAN,73,187,2015,T.B,4,29,120
523,Mathieu Olivier,CBJ,R,27,2/11/1997,Biloxi,MS,USA,USA,73,217,-,-,-,-,-
752,Matias Maccelli,ARI,L,23,10/14/2000,Turku,,FIN,FIN,71,176,2019,ARI,4,5,98
110,Mats Zuccarello,MIN,R,36,9/1/1987,Oslo,,NOR,NOR,68,181,-,-,-,-,-
715,Matt Boldy,MIN,L,23,4/5/2001,Milford,MA,USA,USA,74,201,2019,MIN,1,12,12
840,Matt Coronato,CGY,R,21,11/14/2002,Greenlawn,NY,USA,USA,70,183,2021,CGY,1,13,13
79,Matt Duchene,DAL,C,33,1/16/1991,Haliburton,ON,CAN,CAN,71,195,2009,COL,1,3,3
195,Matt Dumba,"ARI, T.B",D,29,7/25/1994,Regina,SK,CAN,CAN,72,181,2012,MIN,1,7,7
213,Matt Grzelcyk,BOS,D,30,1/5/1994,Charlestown,MA,USA,USA,70,176,2012,BOS,3,24,85
68,Matt Martin,NYI,L,35,5/8/1989,Windsor,ON,CAN,CAN,75,220,2008,NYI,5,27,148
167,Matt Nieto,PIT,L,31,11/5/1992,Long Beach,CA,USA,USA,71,187,2011,S.J,2,17,47
823,Matt Rempe,NYR,C,21,6/29/2002,Calgary,AB,CAN,CAN,80,240,2020,NYR,6,10,165
445,Matt Roy,L.A,D,29,3/1/1995,Detroit,MI,USA,USA,73,205,2015,L.A,7,13,194
892,Matt Savoie,BUF,C,20,1/1/2004,St. Albert,AB,CAN,CAN,69,179,2022,BUF,1,9,9
237,Matthew Benning,S.J,D,30,5/25/1994,Edmonton,AB,CAN,CAN,73,203,2012,BOS,6,24,175
369,Matthew Highmore,OTT,C,28,2/27/1996,Halifax,NS,CAN,CAN,71,188,-,-,-,-,-
829,Matthew Kessel,STL,D,23,6/23/2000,Phoenix,AZ,USA,USA,74,205,2020,STL,5,26,150
847,Matthew Knies,TOR,L,21,10/17/2002,Phoenix,AZ,USA,USA,74,210,2021,TOR,2,25,57
515,Matthew Phillips,"PIT, WSH",R,26,4/6/1998,Calgary,AB,CAN,CAN,67,140,2016,CGY,6,15,166
891,Matthew Poitras,BOS,C,20,3/10/2004,Ajax,ON,CAN,CAN,71,176,2022,BOS,2,22,54
454,Matthew Tkachuk,FLA,L,26,12/11/1997,Scottsdale,AZ,USA,USA,74,201,2016,CGY,1,6,6
94,Mattias Ekholm,EDM,D,34,5/24/1990,Borlange,,SWE,SWE,76,215,2009,NSH,4,11,102
262,Mattias Janmark,EDM,C,31,12/8/1992,Stockholm,,SWE,SWE,73,205,2013,DET,3,18,79
625,Mattias Samuelsson,BUF,D,24,3/14/2000,Philadelphia,PA,USA,USA,76,231,2018,BUF,2,1,32
836,Matty Beniers,SEA,C,21,11/5/2002,Hingham,MA,USA,USA,74,178,2021,SEA,1,2,2
798,Mavrik Bourque,DAL,C,22,1/8/2002,Plessisville,QC,CAN,CAN,70,185,2020,DAL,1,30,30
563,Max Comtois,CAR,L,25,1/8/1999,Longueuil,QC,CAN,CAN,74,210,2017,ANA,2,19,50
296,Max Domi,TOR,C,29,3/2/1995,Winnipeg,MB,CAN,CAN,70,194,2013,PHX,1,12,12
479,Max Jones,ANA,L,26,2/17/1998,Rochester,MI,USA,USA,75,216,2016,ANA,1,24,24
458,Max Lajoie,TOR,D,26,11/5/1997,Quebec City,QC,CAN,CAN,73,196,2016,OTT,5,12,133
151,Max McCormick,SEA,L,32,5/1/1992,De Pere,WI,USA,USA,71,188,2011,OTT,6,20,171
49,Max Pacioretty,WSH,L,35,11/20/1988,New Canaan,CT,USA,USA,74,217,2007,MTL,1,22,22
358,Max Willman,N.J,C,29,2/13/1995,Barnstable,MA,USA,USA,72,184,2014,BUF,5,1,121
745,Maxence Guenette,OTT,D,23,4/28/2001,L'Ancienne-Lorette,QC,CAN,CAN,73,181,2019,OTT,7,1,187
754,Maxwell Crozier,T.B,D,24,4/19/2000,,,CAN,,73,197,2019,T.B,4,27,120
350,Michael Amadio,VGK,R,28,5/13/1996,Sault Ste. Marie,ON,CAN,CAN,73,204,2014,L.A,3,30,90
357,Michael Bunting,"CAR, PIT",L,28,9/17/1995,Scarborough,ON,CAN,CAN,72,192,2014,ARI,4,27,117
519,Michael Carcone,ARI,L,28,5/19/1996,Ajax,ON,CAN,CAN,69,170,-,-,-,-,-
518,Michael Eyssimont,T.B,C,27,9/9/1996,Littleton,CO,USA,USA,72,180,2016,L.A,5,21,142
655,Michael Kesselring,ARI,D,24,1/13/2000,New Hampton,NH,USA,USA,76,190,2018,EDM,6,9,164
271,Michael McCarron,NSH,R,29,3/7/1995,Grosse Pointe,MI,USA,USA,78,232,2013,MTL,1,25,25
497,Michael McLeod,N.J,C,26,2/3/1998,Mississauga,ON,CAN,CAN,74,190,2016,N.J,1,12,12
513,Michael Pezzetta,MTL,L,26,3/13/1998,Toronto,ON,CAN,CAN,73,210,2016,MTL,6,9,160
542,Michael Rasmussen,DET,C,25,4/17/1999,Vancouver,BC,CAN,CAN,78,211,2017,DET,1,9,9
147,Michael Sgarbossa,WSH,C,31,7/25/1992,Campbellville,ON,CAN,CAN,72,179,-,-,-,-,-
174,Mika Zibanejad,NYR,C,31,4/18/1993,Huddinge,,SWE,SWE,74,202,2011,OTT,1,6,6
47,Mikael Backlund,CGY,C,35,3/17/1989,Vasteras,,SWE,SWE,72,206,2007,CGY,1,24,24
138,Mikael Granlund,S.J,C,32,2/26/1992,Oulu,,FIN,FIN,70,185,2010,MIN,1,9,9
822,Mikael Pyyhtia,CBJ,L,22,12/17/2001,Turku,,FIN,FIN,72,166,2020,CBJ,4,21,114
72,Mike Hoffman,S.J,C,34,11/24/1989,Kitchener,ON,CAN,CAN,72,190,2009,OTT,5,9,130
203,Mike Matheson,MTL,D,30,2/27/1994,Pointe-Claire,QC,CAN,CAN,74,193,2012,FLA,1,23,23
162,Mike Reilly,"FLA, NYI",D,30,7/13/1993,Chicago,IL,USA,USA,73,196,2011,CBJ,4,7,98
545,Mikey Anderson,L.A,D,25,5/25/1999,Fridley,MN,USA,USA,72,195,2017,L.A,4,10,103
495,Mikhail Sergachev,T.B,D,25,6/25/1998,Nizhnekamsk,,RUS,RUS,73,217,2016,MTL,1,9,9
389,Mikko Rantanen,COL,R,27,10/29/1996,Nousiainen,,FIN,FIN,76,215,2015,COL,1,10,10
26,Milan Lucic,BOS,L,36,6/7/1988,Vancouver,BC,CAN,CAN,75,240,2006,BOS,2,20,50
266,Miles Wood,COL,L,28,9/13/1995,Buffalo,NY,USA,USA,74,195,2013,N.J,4,9,100
901,Milos Kelemen,ARI,L,24,7/6/1999,Svolen,,SVK,SVK,74,210,-,-,-,-,-
566,Miro Heiskanen,DAL,D,24,7/18/1999,Espoo,,FIN,FIN,73,195,2017,DAL,1,3,3
766,Mitchell Chaffee,T.B,R,26,1/26/1998,Rockford,MI,USA,USA,73,201,-,-,-,-,-
418,Mitchell Marner,TOR,R,27,5/5/1997,Markham,ON,CAN,CAN,72,181,2015,TOR,1,4,4
417,Mitchell Stephens,MTL,C,27,2/5/1997,Peterborough,ON,CAN,CAN,71,190,2015,T.B,2,3,33
602,Morgan Barron,WPG,C,25,12/2/1998,Halifax,NS,CAN,CAN,76,220,2017,NYR,6,19,174
562,Morgan Frost,PHI,C,25,5/14/1999,Aurora,ON,CAN,CAN,71,170,2017,PHI,1,27,27
540,Morgan Geekie,BOS,C,25,7/20/1998,Strathclair,MB,CAN,CAN,75,200,2017,CAR,3,5,67
193,Morgan Rielly,TOR,D,30,3/9/1994,Vancouver,BC,CAN,CAN,73,222,2012,TOR,1,5,5
708,Moritz Seider,DET,D,23,4/6/2001,Zell,,DEU,DEU,76,204,2019,DET,1,6,6
247,Nate Schmidt,WPG,D,32,7/16/1991,St. Cloud,MN,USA,USA,72,195,-,-,-,-,-
496,Nathan Bastian,N.J,R,26,12/6/1997,Kitchener,ON,CAN,CAN,76,205,2016,N.J,2,11,41
286,Nathan MacKinnon,COL,C,28,9/1/1995,Halifax,NS,CAN,CAN,72,200,2013,COL,1,1,1
305,Nathan Walker,STL,L,30,2/7/1994,Cardiff,,GBR,AUS,69,187,2014,WSH,3,29,89
83,Nazem Kadri,CGY,C,33,10/6/1990,London,ON,CAN,CAN,72,185,2009,TOR,1,7,7
582,Neal Pionk,WPG,D,28,7/29/1995,Hermantown,MN,USA,USA,72,185,-,-,-,-,-
105,Nic Dowd,WSH,C,34,5/27/1990,Huntsville,AL,USA,USA,73,193,2009,L.A,7,17,198
278,Nic Petan,MIN,C,29,3/22/1995,Delta,BC,CAN,CAN,69,175,2013,WPG,2,13,43
267,Nicholas Paul,T.B,L,29,3/20/1995,Mississauga,ON,CAN,CAN,75,223,2013,DAL,4,10,101
725,Nicholas Robertson,TOR,L,22,9/11/2001,Pasadena,CA,USA,USA,69,183,2019,TOR,2,22,53
122,Nick Bjugstad,ARI,C,31,7/17/1992,Minneapolis,MN,USA,USA,78,209,2010,FLA,1,19,19
898,Nick Blankenburg,CBJ,D,26,5/12/1998,WASHINGTON,MI,USA,USA,69,177,-,-,-,-,-
34,Nick Bonino,NYR,C,36,4/20/1988,Hartford,CT,USA,USA,73,195,2007,S.J,6,22,173
159,Nick Cousins,FLA,C,30,7/20/1993,Belleville,ON,CAN,CAN,71,192,2011,PHI,3,7,68
579,Nick DeSimone,"CGY, N.J",D,29,11/21/1994,East Amherst,NY,USA,USA,74,185,-,-,-,-,-
22,Nick Foligno,CHI,L,36,10/31/1987,Buffalo,NY,USA,USA,72,210,2006,OTT,1,28,28
104,Nick Jensen,WSH,D,33,9/21/1990,St. Paul,MN,USA,USA,73,205,2009,DET,5,29,150
86,Nick Leddy,STL,D,33,3/20/1991,Eden Prairie,MN,USA,USA,72,205,2009,MIN,1,16,16
597,Nick Perbix,T.B,D,26,6/15/1998,Minneapolis,MN,USA,USA,74,191,2017,T.B,6,14,169
330,Nick Schmaltz,ARI,C,28,2/23/1996,Madison,WI,USA,USA,72,181,2014,CHI,1,20,20
155,Nick Seeler,PHI,D,31,6/3/1993,Eden Prairie,MN,USA,USA,74,201,2011,MIN,5,10,131
557,Nick Suzuki,MTL,C,24,8/10/1999,London,ON,CAN,CAN,71,208,2017,VGK,1,13,13
31,Nicklas Backstrom,WSH,C,36,11/23/1987,Gävle,,SWE,SWE,73,202,2006,WSH,1,4,4
548,Nico Hischier,N.J,C,25,1/4/1999,Brig,,CHE,CHE,73,175,2017,N.J,1,1,1
691,Nico Sturm,S.J,C,29,5/3/1995,Augsburg,,DEU,DEU,75,209,-,-,-,-,-
340,Nicolas Aube-Kubel,WSH,R,28,5/10/1996,Slave Lake,AB,CAN,CAN,72,207,2014,PHI,2,18,48
99,Nicolas Deslauriers,PHI,L,33,2/22/1991,LaSalle,QC,CAN,CAN,73,220,2009,L.A,3,23,84
533,Nicolas Hague,VGK,D,25,12/5/1998,Kitchener,ON,CAN,CAN,78,230,2017,VGK,2,3,34
410,Nicolas Roy,VGK,C,27,2/5/1997,Amos,QC,CAN,CAN,76,202,2015,CAR,4,5,96
709,Nikita Alexandrov,STL,C,23,9/16/2000,Burgwedel,,DEU,DEU,73,177,-,-,-,-,-
169,Nikita Kucherov,T.B,R,30,6/17/1993,Maykop,,RUS,RUS,71,181,2011,T.B,2,28,58
758,Nikita Nesterenko,ANA,C,22,9/10/2001,Brooklyn,NY,USA,USA,74,183,2019,MIN,6,17,172
705,Nikita Okhotiuk,"CGY, S.J",D,23,12/4/2000,Chelyabinsk,,RUS,RUS,73,195,2019,N.J,2,30,61
300,Nikita Zadorov,"CGY, VAN",D,29,4/16/1995,Moscow,,RUS,RUS,78,248,2013,BUF,1,16,16
505,Nikita Zaitsev,CHI,D,32,10/29/1991,Moscow,,RUS,RUS,74,192,-,-,-,-,-
437,Niko Mikkola,FLA,D,28,4/27/1996,Finland,,FIN,FIN,76,209,2015,STL,5,6,127
761,Nikolai Knyzhov,S.J,D,27,3/20/1997,KEMEROVO,,RUS,RUS,75,222,-,-,-,-,-
322,Nikolaj Ehlers,WPG,L,28,2/14/1996,Aalborg,,DNK,DNK,72,169,2014,WPG,1,9,9
921,Nikolas Matinpalo,OTT,D,25,10/5/1998,Espoo,,Fin,,75,207,-,-,-,-,-
827,Nils Aman,VAN,C,24,2/7/2000,Avesta,,SWE,SWE,74,179,2020,COL,6,12,167
704,Nils Hoglander,VAN,L,23,12/20/2000,BOCKTRäSK,,SWE,SWE,69,185,2019,VAN,2,9,40
649,Nils Lundkvist,DAL,D,23,7/27/2000,Pitea,,SWE,SWE,71,190,2018,NYR,1,28,28
139,Nino Niederreiter,WPG,R,31,9/8/1992,Chur,,CHE,CHE,74,218,2010,NYI,1,5,5
593,Noah Cates,PHI,L,25,2/5/1999,Stillwater,MN,USA,USA,73,165,2017,PHI,5,13,137
644,Noah Dobson,NYI,D,24,1/7/2000,Summerside,PE,CAN,CAN,76,194,2018,NYI,1,12,12
490,Noah Gregor,TOR,C,25,7/28/1998,Beaumont,AB,CAN,CAN,72,190,2016,S.J,4,20,111
375,Noah Hanifin,"CGY, VGK",D,27,1/25/1997,Boston,MA,USA,USA,75,207,2015,CAR,1,5,5
407,Noah Juulsen,VAN,D,27,4/2/1997,Surrey,BC,CAN,CAN,74,201,2015,MTL,1,26,26
430,Noel Acciari,PIT,C,32,12/1/1991,Johnston,RI,USA,USA,70,209,-,-,-,-,-
694,Nolan Foote,N.J,L,23,11/29/2000,Denver,CO,USA,USA,75,196,2019,T.B,1,27,27
861,Olen Zellweger,ANA,D,20,9/10/2003,Calgary,AB,CAN,CAN,69,175,2021,ANA,2,2,34
265,Oliver Bjorkstrand,SEA,R,29,4/10/1995,Herning,,DNK,DNK,72,175,2013,CBJ,3,28,89
82,Oliver Ekman-Larsson,FLA,D,32,7/17/1991,Karlskrona,,SWE,SWE,74,200,2009,PHX,1,6,6
393,Oliver Kylington,CGY,D,27,5/19/1997,Stockholm,,SWE,SWE,72,183,2015,CGY,2,30,60
616,Oliver Wahlstrom,NYI,R,24,6/13/2000,Portland,ME,USA,USA,74,204,2018,NYI,1,11,11
596,Olle Lycksell,PHI,R,24,8/24/1999,Oskarshamn,,SWE,SWE,70,163,2017,PHI,6,13,168
202,Olli Maatta,DET,D,29,8/22/1994,Jyväskylä,,FIN,FIN,74,207,2012,PIT,1,22,22
149,Ondrej Palat,N.J,L,33,3/28/1991,Frydek-Mistek,,CZE,CZE,72,194,2011,T.B,7,27,208
361,Oskar Lindblom,S.J,L,27,8/15/1996,Gävle,,SWE,SWE,73,191,2014,PHI,5,18,138
845,Oskar Olausson,COL,R,21,11/10/2002,Stockholm,,SWE,SWE,73,180,2021,COL,1,28,28
514,Oskar Steen,BOS,C,26,3/9/1998,Karlstad,,SWE,SWE,70,193,2016,BOS,6,14,165
215,Oskar Sundqvist,STL,C,30,3/23/1994,Boden,,SWE,SWE,75,220,2012,PIT,3,20,81
839,Owen Power,BUF,D,21,11/22/2002,Mississauga,ON,CAN,CAN,78,218,2021,BUF,1,1,1
556,Owen Tippett,PHI,R,25,2/16/1999,Peterborough,ON,CAN,CAN,73,207,2017,FLA,1,10,10
609,Parker Kelly,OTT,L,25,5/14/1999,Camrose,AB,CAN,CAN,72,190,-,-,-,-,-
404,Parker Wotherspoon,BOS,D,26,8/24/1997,Surrey,BC,CAN,CAN,73,190,2015,NYI,4,21,112
37,Pat Maroon,"BOS, MIN",L,36,4/23/1988,St. Louis,MO,USA,USA,75,234,2007,PHI,6,10,161
311,Patrick Brown,BOS,C,32,5/29/1992,Bloomfield Hills,MI,USA,USA,73,210,-,-,-,-,-
44,Patrick Kane,DET,R,35,11/19/1988,Buffalo,NY,USA,USA,70,177,2007,CHI,1,1,1
923,Patrik Koch,ARI,D,27,12/8/1996,Malacky,,SVK,SVK,73,190,-,-,-,-,-
467,Patrik Laine,CBJ,L,26,4/19/1998,Tampere,,FIN,FIN,77,205,2016,WPG,1,2,2
669,Paul Cotter,VGK,C,24,11/16/1999,Canton,MI,USA,USA,74,212,2018,VGK,4,22,115
260,Pavel Buchnevich,STL,L,29,4/17/1995,Cherepovets,,RUS,RUS,73,196,2013,NYR,3,14,75
735,Pavel Dorofeyev,VGK,L,23,10/26/2000,Nizhny Tagil,,RUS,RUS,73,194,2019,VGK,3,17,79
886,Pavel Mintyukov,ANA,D,20,11/25/2003,Moscow,,RUS,RUS,73,192,2022,ANA,1,10,10
380,Pavel Zacha,BOS,C,27,4/6/1997,Brno,,CZE,CZE,76,199,2015,N.J,1,6,6
904,Pavol Regenda,ANA,L,24,12/7/1999,Michalovce,,SVK,SVK,76,212,-,-,-,-,-
696,Peyton Krebs,BUF,C,23,1/26/2001,Calgary,AB,CAN,CAN,72,187,2019,VGK,1,17,17
731,Philip Broberg,EDM,D,22,6/25/2001,Orebro,,SWE,SWE,75,199,2019,EDM,1,8,8
600,Philip Kemp,EDM,D,25,2/12/1999,Greenwich,CT,USA,USA,75,202,2017,EDM,7,22,208
721,Philip Tomasino,NSH,C,22,7/28/2001,Mississauga,ON,CAN,CAN,72,179,2019,NSH,1,24,24
619,Philipp Kurashev,CHI,C,24,10/12/1999,Munsingen,,CHE,CHE,72,190,2018,CHI,4,27,120
449,Philippe Myers,T.B,D,27,1/25/1997,Moncton,NB,CAN,CAN,78,219,-,-,-,-,-
184,Phillip Danault,L.A,C,31,2/24/1993,Victoriaville,QC,CAN,CAN,73,200,2011,CHI,1,26,26
196,Phillip Di Giuseppe,VAN,L,30,10/9/1993,Toronto,ON,CAN,CAN,72,193,2012,CAR,2,8,38
366,Pierre Engvall,NYI,L,28,5/31/1996,Ljungby,,SWE,SWE,77,219,2014,TOR,7,8,188
314,Pierre-Edouard Bellemare,SEA,L,39,3/6/1985,Le Blanc-Mesnil,,FRA,FRA,71,198,-,-,-,-,-
492,Pierre-Luc Dubois,L.A,C,25,6/24/1998,Ste-Agathe-Des-Monts,QC,CAN,CAN,76,214,2016,CBJ,1,3,3
570,Pierre-Olivier Joseph,PIT,D,24,7/1/1999,Laval,QC,CAN,CAN,74,185,2017,ARI,1,23,23
907,Pierrick Dube,WSH,R,23,1/7/2001,,,FRA,,69,172,-,-,-,-,-
610,Pius Suter,VAN,C,28,5/24/1996,Zurich,,CHE,CHE,71,179,-,-,-,-,-
660,Pontus Holmberg,TOR,R,25,3/9/1999,Vasteras,,SWE,SWE,72,202,2018,TOR,6,1,156
620,Quinn Hughes,VAN,D,24,10/14/1999,Orlando,FL,USA,USA,70,180,2018,VAN,1,7,7
791,Quinton Byfield,L.A,"C, R",21,8/19/2002,Newmarket,ON,CAN,CAN,77,220,2020,L.A,1,2,2
212,Radek Faksa,DAL,C,30,1/9/1994,Vitkov,,CZE,CZE,75,225,2012,DAL,1,13,13
818,Radim Zohorna,PIT,L,28,4/29/1996,Havlickuv,,CZE,CZE,78,220,-,-,-,-,-
108,Radko Gudas,ANA,D,34,6/5/1990,Prague,,CZE,CZE,72,208,2010,T.B,3,6,66
