"","Player","Team","Position","Age","Date of Birth","Birth City","Birth State/Province","Birth Country","Nationality","Height (in)","Weight (lbs)","Draft Year","Draft Team","Draft Round","Round Pick","Overall Draft Position"
"595","Ivan Provorov","CBJ, PHI","D","27","1997-01-13","Yaroslavl","","RUS","RUS","73","201","2015","PHI","1","7","7"
"1153","J.J. Moser","ARI","D","24","2000-06-06","Biel","","CHE","CHE","73","173","2021","ARI","2","28","60"
"407","J.T. Compher","COL, DET","L","29","1995-04-08","Northbrook","IL","USA","USA","72","190","2013","BUF","2","5","35"
"280","J.T. Miller","VAN","C","31","1993-03-14","East Palestine","OH","USA","USA","73","218","2011","NYR","1","15","15"
"345","Jaccob Slavin","CAR","D","30","1994-05-01","Denver","CO","USA","USA","75","207","2012","CAR","4","29","120"
"1072","Jack Ahcan","BOS","D","27","1997-05-18","Savage","MN","USA","USA","68","180","-","-","-","-","-"
"898","Jack Drury","CAR","C","24","2000-02-03","New York","NY","USA","USA","71","174","2018","CAR","2","11","42"
"542","Jack Eichel","VGK","C","27","1996-10-28","North Chelmsford","MA","USA","USA","74","207","2015","BUF","1","2","2"
"1007","Jack Hughes","N.J","C","23","2001-05-14","Orlando","FL","USA","USA","71","175","2019","N.J","1","1","1"
"32","Jack Johnson","CHI, COL","D","37","1987-01-13","Indianapolis","IN","USA","USA","73","227","2005","CAR","1","3","3"
"910","Jack McBain","ARI","C","24","2000-01-06","Toronto","ON","CAN","CAN","75","201","2018","MIN","3","1","63"
"1086","Jack Quinn","BUF","R","22","2001-09-19","Ottawa","ON","CAN","CAN","73","185","2020","BUF","1","8","8"
"810","Jack Rathbone","VAN","D","25","1999-05-20","Boston","MA","USA","USA","70","177","2017","VAN","4","2","95"
"574","Jack Roslovic","CBJ, NYR","C","27","1997-01-29","Columbus","OH","USA","USA","73","200","2015","WPG","1","25","25"
"949","Jack St. Ivany","PIT","D","24","1999-07-22","Manhattan Beach","CA","USA","USA","75","198","2018","PHI","4","19","112"
"792","Jack Studnicka","BOS, S.J, VAN","C","25","1999-02-18","Windsor","ON","CAN","CAN","73","187","2017","BOS","2","22","53"
"1104","Jack Thompson","S.J, T.B","D","22","2002-03-19","","","CAN","","73","178","2020","T.B","3","31","93"
"1185","Jackson Blake","CAR","R","20","2003-08-03","","","USA","","70","152","2021","CAR","4","13","109"
"1152","Jackson Cates","PHI","C","26","1997-09-28","STILLWATER","MN","USA","USA","72","190","-","-","-","-","-"
"1030","Jackson LaCombe","ANA","D","23","2001-01-09","Eden Prairie","MN","USA","USA","73","171","2019","ANA","2","8","39"
"920","Jacob Bernard-Docker","OTT","D","23","2000-06-30","Canmore","AB","CAN","CAN","72","190","2018","OTT","1","26","26"
"836","Jacob Bryson","BUF","D","26","1997-11-18","London","ON","CAN","CAN","69","176","2017","BUF","4","6","99"
"591","Jacob Larsson","ANA, OTT","D","27","1997-04-29","Ljungby","","SWE","SWE","74","193","2015","ANA","1","27","27"
"973","Jacob Lucchini","MIN, OTT","C","29","1995-05-09","Trail","BC","CAN","CAN","72","180","-","-","-","-","-"
"712","Jacob MacDonald","COL, S.J","D","31","1993-02-26","Portland","OR","USA","","72","204","-","-","-","-","-"
"709","Jacob Moverare","L.A","D","25","1998-08-31","Ostersund","","SWE","SWE","75","210","2016","L.A","4","21","112"
"1110","Jacob Perreault","ANA","R","22","2002-04-15","Montréal","QC","CAN","CAN","71","192","2020","ANA","1","27","27"
"839","Jacob Peterson","DAL, S.J","C","24","1999-07-19","Lidkoping","","SWE","SWE","73","180","2017","DAL","5","8","132"
"319","Jacob Trouba","NYR","D","30","1994-02-26","Rochester","MI","USA","USA","75","203","2012","WPG","1","9","9"
"201","Jaden Schwartz","SEA","C","31","1992-06-25","Wilcox","SK","CAN","CAN","70","185","2010","STL","1","14","14"
"700","Jake Bean","CBJ","D","26","1998-06-09","Calgary","AB","CAN","CAN","73","196","2016","CAR","1","13","13"
"966","Jake Christiansen","CBJ","D","24","1999-09-12","West Vancouver","BC","CAN","CAN","72","193","-","-","-","-","-"
"594","Jake DeBrusk","BOS","L","27","1996-10-17","Edmonton","AB","CAN","CAN","72","197","2015","BOS","1","14","14"
"522","Jake Evans","MTL","C","28","1996-06-02","Toronto","ON","CAN","CAN","72","186","2014","MTL","7","27","207"
"390","Jake Guentzel","CAR, PIT","C, L","29","1994-10-06","Omaha","NE","USA","USA","71","180","2013","PIT","3","16","77"
"773","Jake Leschyshyn","NYR, VGK","C","25","1999-03-10","Raleigh","NC","USA","USA","71","195","2017","VGK","2","31","62"
"1246","Jake Livingstone","NSH","D","25","1999-04-16","CRESTON","BC","CAN","CAN","75","205","-","-","-","-","-"
"340","Jake McCabe","CHI, TOR","D","30","1993-10-12","Eau Claire","WI","USA","USA","73","204","2012","BUF","2","14","44"
"523","Jake Middleton","MIN, S.J","D","28","1996-01-02","Wainwright","AB","CAN","CAN","75","219","2014","L.A","7","30","210"
"90","Jake Muzzin","TOR","D","35","1989-02-21","Woodstock","ON","CAN","CAN","75","227","2007","PIT","5","20","141"
"1081","Jake Neighbours","STL","L","22","2002-03-29","Calgary","AB","CAN","CAN","72","201","2020","STL","1","26","26"
"1089","Jake Sanderson","OTT","D","21","2002-07-08","Whitefish","MT","USA","USA","75","195","2020","OTT","1","5","5"
"494","Jake Walman","DET, STL","D","28","1996-02-20","Toronto","ON","CAN","CAN","74","215","2014","STL","3","22","82"
"667","Jakob Chychrun","ARI, OTT","D","26","1998-03-31","Boca Raton","FL","USA","USA","74","220","2016","ARI","1","16","16"
"1022","Jakob Pelletier","CGY","L","23","2001-03-07","Québec","QC","CAN","CAN","69","170","2019","CGY","1","26","26"
"137","Jakob Silfverberg","ANA","R","33","1990-10-13","Gävle","","SWE","SWE","73","207","2009","OTT","2","9","39"
"843","Jakub Galvas","CHI","D","24","1999-06-15","Ostrava","","CZE","CZE","71","161","2017","CHI","5","26","150"
"921","Jakub Lauko","BOS","C","24","2000-03-28","Prague","","CZE","CZE","72","196","2018","BOS","3","15","77"
"89","Jakub Voracek","CBJ","R","34","1989-08-15","Kladno","","CZE","CZE","74","216","2007","CBJ","1","7","7"
"467","Jakub Vrana","DET, STL","L","28","1996-02-28","Prague","","CZE","CZE","72","190","2014","WSH","1","13","13"
"548","Jakub Zboril","BOS","D","27","1997-02-21","Brno","","CZE","CZE","73","201","2015","BOS","1","13","13"
"634","Jalen Chatfield","CAR","D","28","1996-05-15","Ypsilanti","MI","USA","USA","73","188","-","-","-","-","-"
"871","James Hamblin","EDM","L","25","1999-04-27","Edmonton","AB","CAN","CAN","69","176","-","-","-","-","-"
"1174","James Malatesta","CBJ","L","21","2003-05-31","Montréal","QC","CAN","CAN","69","185","2021","CBJ","5","5","133"
"37","James Neal","STL","L","36","1987-09-03","Whitby","ON","CAN","CAN","75","212","2005","DAL","2","3","33"
"71","James van Riemsdyk","BOS, PHI","L","35","1989-05-04","Middletown","NJ","USA","USA","75","208","2007","PHI","1","2","2"
"65","Jamie Benn","DAL","L","34","1989-07-18","Victoria","BC","CAN","CAN","74","205","2007","DAL","5","8","129"
"1103","Jamie Drysdale","ANA, PHI","D","22","2002-04-08","Toronto","ON","CAN","CAN","71","183","2020","ANA","1","6","6"
"279","Jamie Oleksiak","SEA","D","31","1992-12-21","Toronto","ON","CAN","CAN","79","257","2011","DAL","1","14","14"
"925","Jan Jenik","ARI","R","23","2000-09-15","Nymburk","","CZE","CZE","73","185","2018","ARI","3","3","65"
"831","Jan Rutta","PIT, S.J, T.B","D","33","1990-07-29","Písek","","CZE","CZE","75","204","-","-","-","-","-"
"218","Jani Hakanpaa","DAL","D","32","1992-03-31","Kirkkonummi","","FIN","FIN","78","225","2010","STL","4","14","104"
"718","Janne Kuokkanen","N.J","C, L","26","1998-05-25","Oulunsalo","","FIN","FIN","73","193","2016","CAR","2","13","43"
"552","Jansen Harkins","PIT, WPG","C","27","1997-05-23","Cleveland","OH","USA","USA","73","182","2015","WPG","2","17","47"
"476","Jared McCann","SEA","C, L","28","1996-05-31","Stratford","ON","CAN","CAN","73","191","2014","VAN","1","24","24"
"125","Jared Spurgeon","MIN","D","34","1989-11-29","Edmonton","AB","CAN","CAN","69","166","2008","NYI","6","5","156"
"775","Jaret Anderson-Dolan","L.A, NSH","C","24","1999-09-12","Calgary","AB","CAN","CAN","71","200","2017","L.A","2","10","41"
"213","Jarred Tinordi","CHI, NYR","D","32","1992-02-20","Burnsville","MN","USA","USA","78","229","2010","MTL","1","22","22"
"96","Jason Demers","EDM","D","36","1988-06-09","Dorval","QC","CAN","CAN","73","195","2008","S.J","7","5","186"
"404","Jason Dickinson","CHI, VAN","C","28","1995-07-04","Georgetown","ON","CAN","CAN","74","200","2013","DAL","1","29","29"
"1245","Jason Polin","COL","R","24","1999-06-17","","","USA","","72","198","-","-","-","-","-"
"795","Jason Robertson","DAL","L","24","1999-07-22","Arcadia","CA","USA","USA","75","200","2017","DAL","2","8","39"
"3","Jason Spezza","TOR","C","41","1983-06-13","Toronto","ON","CAN","CAN","75","219","2001","OTT","1","2","2"
"183","Jason Zucker","ARI, NSH, PIT","L","32","1992-01-16","Newport Beach","CA","USA","USA","71","192","2010","MIN","2","29","59"
"955","Jasper Weatherby","S.J","C","26","1998-01-22","Portland","OR","USA","USA","76","222","2018","S.J","4","9","102"
"97","Jay Beagle","ARI","C","38","1985-10-16","Calgary","AB","CAN","CAN","75","210","-","-","-","-","-"
"361","Jaycob Megna","CHI, S.J, SEA","D","31","1992-12-10","Plantation","FL","USA","USA","78","220","2012","ANA","7","29","210"
"856","Jayden Halbgewachs","S.J","L","27","1997-03-22","Regina","SK","CAN","CAN","68","160","-","-","-","-","-"
"1023","Jayden Struble","MTL","D","22","2001-09-08","","","USA","","72","202","2019","MTL","2","15","46"
"364","Jayson Megna","ANA, BOS, COL","C","34","1990-02-01","Fort Lauderdale","FL","USA","USA","73","195","-","-","-","-","-"
"254","Jean-Gabriel Pageau","NYI","C","31","1992-11-11","Ottawa","ON","CAN","CAN","71","185","2011","OTT","4","5","96"
"1107","Jean-Luc Foudy","COL","C","22","2002-05-13","Scarborough","ON","CAN","CAN","71","177","2020","COL","3","13","75"
"441","Jean-Sebastien Dea","ARI","C","30","1994-02-08","Laval","QC","CAN","CAN","71","174","-","-","-","-","-"
"7","Jeff Carter","PIT","C","39","1985-01-01","London","ON","CAN","CAN","75","219","2003","PHI","1","11","11"
"1135","Jeff Malott","WPG","L","27","1996-08-07","Burlington","ON","CAN","CAN","75","201","-","-","-","-","-"
"56","Jeff Petry","DET, MTL, PIT","D","36","1987-12-09","Ann Arbor","MI","USA","USA","75","209","2006","EDM","2","15","45"
"204","Jeff Skinner","BUF","L","32","1992-05-16","Toronto","ON","CAN","CAN","71","197","2010","CAR","1","7","7"
"752","Jeffrey Viel","S.J","L","27","1997-01-28","Rimouski","QC","CAN","CAN","74","205","-","-","-","-","-"
"744","Jeremy Davies","BUF, NSH","D","27","1996-12-04","St-Anne-de-Bellevue","QC","CAN","CAN","71","180","2016","N.J","7","11","192"
"581","Jeremy Lauzon","NSH, SEA","D","27","1997-04-28","Val D'or","QC","CAN","CAN","73","204","2015","BOS","2","22","52"
"781","Jesper Boqvist","BOS, N.J","C","25","1998-10-30","Falun","","SWE","SWE","72","180","2017","N.J","2","5","36"
"702","Jesper Bratt","N.J","L","25","1998-07-30","Stockholm","","SWE","SWE","70","175","2016","N.J","6","11","162"
"221","Jesper Fast","CAR","R","32","1991-12-02","Nassjo","","SWE","SWE","73","191","2010","NYR","6","7","157"
"1188","Jesper Froden","BOS, SEA","R","29","1994-09-21","Stockholm","","SWE","SWE","70","179","-","-","-","-","-"
"893","Jesperi Kotkaniemi","CAR","C","23","2000-07-06","Pori","","FIN","FIN","74","201","2018","MTL","1","3","3"
"666","Jesse Puljujarvi","CAR, EDM, PIT","R","26","1998-05-07","Alvkarleby","","SWE","FIN","76","201","2016","EDM","1","4","4"
"953","Jesse Ylönen","MTL","R","24","1999-10-03","Scottsdale","AZ","USA","USA","73","188","2018","MTL","2","4","35"
"333","Jimmy Vesey","N.J, NYR","L","31","1993-05-26","Boston","MA","USA","USA","75","202","2012","NSH","3","5","66"
"1209","Jiri Kulich","BUF","C","20","2004-04-14","Kadan","","CZE","CZE","71","172","2022","BUF","1","28","28"
"1251","Jiri Smejkal","OTT","L","27","1996-11-05","","","CZE","","76","209","-","-","-","-","-"
"1119","JJ Peterka","BUF","R","22","2002-01-14","Munich","","DEU","DEU","72","189","2020","BUF","2","3","34"
"18","Joe Pavelski","DAL","C","39","1984-07-11","Plover","WI","USA","USA","71","200","2003","S.J","7","8","205"
"975","Joe Snively","WSH","C","28","1996-01-01","Herndon","VA","USA","USA","69","176","-","-","-","-","-"
"2","Joe Thornton","FLA","C","44","1979-07-02","London","ON","CAN","CAN","76","220","1997","BOS","1","1","1"
"886","Joe Veleno","DET","C","24","2000-01-13","Montreal","QC","CAN","CAN","73","203","2018","DET","1","30","30"
"281","Joel Armia","MTL","R","31","1993-05-31","Pori","","FIN","FIN","75","216","2011","BUF","1","16","16"
"263","Joel Edmundson","MTL, TOR, WSH","D","30","1993-06-28","Brandon","MB","CAN","CAN","77","221","2011","STL","2","16","46"
"592","Joel Eriksson Ek","MIN","C","27","1997-01-29","Karlstad","","SWE","SWE","75","207","2015","MIN","1","20","20"
"878","Joel Farabee","PHI","L","24","2000-02-25","Syracuse","NY","USA","USA","72","183","2018","PHI","1","14","14"
"446","Joel Hanley","CGY, DAL","D","33","1991-06-08","Keswick","ON","CAN","CAN","71","190","-","-","-","-","-"
"1037","Joel Kiviranta","COL, DAL","L","28","1996-03-23","Vantaa","","FIN","FIN","71","185","-","-","-","-","-"
"800","Joel Teasdale","MTL","L","25","1999-03-11","Repentigny","QC","CAN","CAN","72","212","-","-","-","-","-"
"646","Joey Anderson","CHI, TOR","R","25","1998-06-19","Roseville","MN","USA","USA","72","207","2016","N.J","3","12","73"
"869","Joey Keane","CAR","D","24","1999-07-02","Chicago","IL","USA","USA","72","187","2018","NYR","3","26","88"
"185","Johan Larsson","ARI, WSH","L","31","1992-07-25","Lau","","SWE","SWE","71","206","2010","MIN","2","26","56"
"1005","John Beecher","BOS","C","23","2001-04-05","Elmira","NY","USA","USA","75","215","2019","BOS","1","30","30"
"109","John Carlson","WSH","D","34","1990-01-10","Natick","MA","USA","USA","75","215","2008","WSH","1","27","27"
"388","John Hayden","BUF, SEA","C","29","1995-02-14","Chicago","IL","USA","USA","75","223","2013","CHI","3","13","74"
"223","John Klingberg","ANA, DAL, MIN, TOR","D","31","1992-08-14","Gothenburg","","SWE","SWE","75","190","2010","DAL","5","11","131"
"960","John Leonard","ARI, NSH, S.J","L","25","1998-08-07","Westwood","NJ","USA","USA","71","196","2018","S.J","6","27","182"
"970","John Ludvig","PIT","D","23","2000-08-02","Liberec","","CZE","CZE","73","213","2019","FLA","3","7","69"
"598","John Marino","N.J, PIT","D","27","1997-05-21","Brockton","MA","USA","USA","73","181","2015","EDM","6","3","154"
"151","John Moore","BOS","D","33","1990-11-19","Winnetka","IL","USA","USA","75","207","2009","CBJ","1","21","21"
"138","John Tavares","TOR","C","33","1990-09-20","Mississauga","ON","CAN","CAN","73","216","2009","NYI","1","1","1"
"835","Johnathan Kovacevic","MTL, WPG","D","26","1997-07-12","Niagara Falls","ON","CAN","CAN","76","208","2017","WPG","3","12","74"
"239","Johnny Gaudreau","CBJ, CGY","L","30","1993-08-13","Salem","NJ","USA","USA","69","165","2011","CGY","4","13","104"
"980","Jon Lizotte","MIN","D","29","1994-11-10","Grand Forks","ND","USA","USA","73","212","-","-","-","-","-"
"190","Jon Merrill","MIN","D","32","1992-02-03","Oklahoma City","OK","USA","USA","75","204","2010","N.J","2","8","38"
"766","Jonah Gadjovich","FLA, S.J","L","25","1998-10-12","Whitby","ON","CAN","CAN","74","209","2017","VAN","2","24","55"
"277","Jonas Brodin","MIN","D","30","1993-07-12","Karlstad","","SWE","SWE","74","196","2011","MIN","1","10","10"
"783","Jonas Rondbjerg","VGK","R","25","1999-03-31","Horsholm","","DNK","DNK","74","203","2017","VGK","3","3","65"
"538","Jonas Siegenthaler","N.J","D","27","1997-05-06","Zurich","","CHE","CHE","74","218","2015","WSH","2","27","57"
"943","Jonatan Berggren","DET","R","23","2000-07-16","Uppsala","","SWE","SWE","71","197","2018","DET","2","2","33"
"686","Jonathan Dahlen","S.J","C","26","1997-12-20","Ostersund","","SWE","SWE","71","180","2016","OTT","2","12","42"
"425","Jonathan Drouin","COL, MTL","L","29","1995-03-28","Ste-Agathe","QC","CAN","CAN","71","198","2013","T.B","1","3","3"
"899","Jonathan Gruden","PIT","C","24","2000-05-04","Rochester Hills","MI","USA","USA","72","172","2018","OTT","4","2","95"
"270","Jonathan Huberdeau","CGY, FLA","C, L","31","1993-06-04","Saint-Jerome","QC","CAN","CAN","73","200","2011","FLA","1","3","3"
"291","Jonathan Marchessault","VGK","C, R","33","1990-12-27","Cap-Rouge","QC","CAN","CAN","69","183","-","-","-","-","-"
"62","Jonathan Toews","CHI","C","36","1988-04-29","Winnipeg","MB","CAN","CAN","74","201","2006","CHI","1","3","3"
"385","Jonny Brodzinski","NYR","C","30","1993-06-19","Ham Lake","MN","USA","USA","72","212","2013","L.A","5","27","148"
"728","Joona Koppanen","BOS, PIT","L","26","1998-02-25","Tampere","","FIN","FIN","77","216","2016","BOS","5","14","135"
"1038","Joona Luoto","CBJ","L","26","1997-09-26","TAMPERE","","FIN","FIN","75","210","-","-","-","-","-"
"217","Joonas Donskoi","SEA","R","32","1992-04-13","Raahe","","FIN","FIN","72","185","2010","FLA","4","9","99"
"107","Jordan Eberle","SEA","C, R","34","1990-05-15","Regina","SK","CAN","CAN","71","190","2008","EDM","1","22","22"
"546","Jordan Greenway","BUF, MIN","L","27","1997-02-16","Canton","NY","USA","USA","78","231","2015","MIN","2","20","50"
"929","Jordan Gross","COL, NSH","D","29","1995-05-09","Maple Grove","MN","USA","USA","70","190","-","-","-","-","-"
"924","Jordan Harris","MTL","D","23","2000-07-07","Haverhill","MA","USA","USA","71","189","2018","MTL","3","9","71"
"693","Jordan Kyrou","STL","C","26","1998-05-05","Toronto","ON","CAN","CAN","73","196","2016","STL","2","5","35"
"335","Jordan Martinook","CAR","L","31","1992-07-25","Brandon","MB","CAN","CAN","72","196","2012","PHX","2","28","58"
"450","Jordan Oesterle","CGY, DET","D","31","1992-06-25","Dearborn Heights","MI","USA","USA","72","187","-","-","-","-","-"
"1031","Jordan Spence","L.A","D","23","2001-02-24","Manly","","AUS","AUS","70","180","2019","L.A","4","2","95"
"58","Jordan Staal","CAR","C","35","1988-09-10","Thunder Bay","ON","CAN","CAN","76","220","2006","PIT","1","2","2"
"127","Jordie Benn","MIN, TOR","D","36","1987-07-26","Victoria","BC","CAN","CAN","74","201","-","-","-","-","-"
"244","Joseph Cramarossa","MIN","C","31","1992-10-26","Toronto","ON","CAN","CAN","73","190","2011","ANA","3","4","65"
"351","Josh Anderson","MTL","R","30","1994-05-07","Burlington","ON","CAN","CAN","75","218","2012","CBJ","4","4","95"
"235","Josh Archibald","EDM, PIT","R","31","1992-10-06","Regina","SK","CAN","CAN","70","176","2011","PIT","6","23","174"
"103","Josh Bailey","NYI","C, R","34","1989-10-02","Bowmanville","ON","CAN","CAN","73","200","2008","NYI","1","9","9"
"386","Josh Brown","ARI, BOS, OTT","D","30","1994-01-21","London","ON","CAN","CAN","77","220","2013","FLA","6","1","152"
"1154","Josh Doan","ARI","R","22","2002-02-01","","","USA","","73","183","2021","ARI","2","5","37"
"1146","Josh Dunne","CBJ","C","25","1998-12-08","O'Fallon","MO","USA","USA","76","211","-","-","-","-","-"
"252","Josh Leivo","CAR, STL","L","31","1993-05-26","Innisfil","ON","CAN","CAN","74","192","2011","TOR","3","25","86"
"685","Josh Mahura","ANA, FLA","D","26","1998-05-05","St. Albert","AB","CAN","CAN","72","185","2016","ANA","3","24","85"
"233","Josh Manson","ANA, COL","D","32","1991-10-07","Hinsdale","IL","USA","CAN","75","218","2011","ANA","6","9","160"
"434","Josh Morrissey","WPG","D","29","1995-03-28","Calgary","AB","CAN","CAN","72","185","2013","WPG","1","13","13"
"813","Josh Norris","OTT","C","25","1999-05-05","Oxford","MI","USA","USA","74","195","2017","S.J","1","19","19"
"1177","Joshua Roy","MTL","R","20","2003-08-06","Saint-Georges-De-Beauce","QC","CAN","CAN","72","193","2021","MTL","5","22","150"
"941","Josiah Slavin","CHI","L","25","1998-12-31","Erie","CO","USA","USA","75","189","2018","CHI","7","7","193"
"490","Juho Lammikko","VAN","L","28","1996-01-29","Noormarkku","","FIN","FIN","74","191","2014","FLA","3","5","65"
"331","Jujhar Khaira","CHI, MIN","L","29","1994-08-13","Surrey","BC","CAN","CAN","76","212","2012","EDM","3","2","63"
"655","Julien Gauthier","NYI, NYR, OTT","R","26","1997-10-15","Pointe-aux-Trembles","QC","CAN","CAN","76","224","2016","CAR","1","21","21"
"1220","Juraj Slafkovsky","MTL","L","20","2004-03-30","Kosice","","SVK","SVK","75","238","2022","MTL","1","1","1"
"416","Justin Bailey","S.J, VAN","R","28","1995-07-01","Buffalo","NY","USA","USA","76","214","2013","BUF","2","22","52"
"1092","Justin Barron","COL, MTL","D","22","2001-11-15","Halifax","NS","CAN","CAN","74","201","2020","COL","1","25","25"
"68","Justin Braun","NYR, PHI","D","37","1987-02-10","Minneapolis","MN","USA","USA","74","205","2007","S.J","7","20","201"
"746","Justin Brazeau","BOS","R","26","1998-02-02","New Liskeard","ON","CAN","","77","220","-","-","-","-","-"
"757","Justin Danforth","CBJ","R","31","1993-03-15","Oshawa","ON","CAN","CAN","69","190","-","-","-","-","-"
"174","Justin Dowling","N.J, VAN","C","33","1990-10-01","Calgary","AB","CAN","CAN","70","180","-","-","-","-","-"
"192","Justin Faulk","STL","D","32","1992-03-20","South St.Paul","MN","USA","USA","72","214","2010","CAR","2","7","37"
"182","Justin Holl","DET, TOR","D","32","1992-01-30","Tonka Bay","MN","USA","USA","75","197","2010","CHI","2","24","54"
"489","Justin Kirkland","ANA, ARI","C","27","1996-08-02","Winnipeg","MB","CAN","CAN","75","183","2014","NSH","3","2","62"
"1122","Justin Richards","CBJ","C","26","1998-03-17","Orlando","FL","USA","USA","71","190","-","-","-","-","-"
"111","Justin Schultz","SEA, WSH","D","33","1990-07-06","Kelowna","BC","CAN","CAN","74","190","2008","ANA","2","13","43"
"1080","Justin Sourdif","FLA","R","22","2002-03-24","","","CAN","","71","180","2020","FLA","3","25","87"
"1048","Juuso Parssinen","NSH","C","23","2001-02-01","Hameenlinna","","FIN","FIN","75","212","2019","NSH","7","24","210"
"931","Juuso Riikola","PIT","D","30","1993-11-09","Joensuu","","FIN","","72","189","-","-","-","-","-"
"763","Juuso Valimaki","ARI, CGY","D","25","1998-10-06","Tampere","","FIN","FIN","74","205","2017","CGY","1","16","16"
"888","K'Andre Miller","NYR","D","24","2000-01-21","St. Paul","MN","USA","USA","77","215","2018","NYR","1","22","22"
"1003","Kaapo Kakko","NYR","R","23","2001-02-13","Turku","","FIN","FIN","74","206","2019","NYR","1","2","2"
"987","Kaedan Korczak","VGK","D","23","2001-01-29","Yorkton","SK","CAN","CAN","75","202","2019","VGK","2","10","41"
"1079","Kaiden Guhle","MTL","D","22","2002-01-18","Edmonton","AB","CAN","CAN","74","205","2020","MTL","1","16","16"
"764","Kailer Yamamoto","EDM, SEA","R","25","1998-09-29","Spokane","WA","USA","USA","68","153","2017","EDM","1","22","22"
"670","Kale Clague","BUF, L.A, MTL","D","26","1998-06-05","Regina","SK","CAN","CAN","72","190","2016","L.A","2","21","51"
"928","Karson Kuhlman","BOS, SEA, WPG","C","28","1995-09-26","Esko","MN","USA","USA","70","184","-","-","-","-","-"
"719","Kasper Bjorkqvist","PIT","R","26","1997-07-10","Espoo","","FIN","FIN","73","198","2016","PIT","2","31","61"
"475","Kasperi Kapanen","PIT, STL","R","27","1996-07-23","Kuopio","","FIN","FIN","73","194","2014","PIT","1","22","22"
"558","Keegan Kolesar","VGK","R","27","1997-04-08","Brandon","MB","CAN","CAN","74","217","2015","CBJ","3","8","69"
"41","Keith Yandle","PHI","D","37","1986-09-09","Boston","MA","USA","USA","73","192","2005","PHX","4","14","105"
"1155","Kent Johnson","CBJ","C","21","2002-10-18","Port Moody","BC","CAN","CAN","72","175","2021","CBJ","1","5","5"
"912","Kevin Bahl","N.J","D","23","2000-06-27","New Westminster","BC","CAN","CAN","78","230","-","-","-","-","-"
"167","Kevin Connauton","FLA, PHI","D","34","1990-02-23","Edmonton","AB","CAN","CAN","74","205","2009","VAN","3","22","83"
"465","Kevin Fiala","L.A, MIN","L","27","1996-07-22","St. Gallen","","CHE","CHE","70","204","2014","NSH","1","11","11"
"222","Kevin Gravel","NSH","D","32","1992-03-06","Kingsford","MI","USA","USA","76","205","2010","L.A","5","28","148"
"197","Kevin Hayes","PHI, STL","C, R","32","1992-05-08","Dorchester","MA","USA","USA","77","216","2010","CHI","1","24","24"
"1208","Kevin Korchinski","CHI","D","19","2004-06-21","Saskatoon","SK","CAN","CAN","73","185","2022","CHI","1","7","7"
"516","Kevin Labanc","S.J","R","28","1995-12-12","Brooklyn","NY","USA","USA","71","185","2014","S.J","6","21","171"
"642","Kevin Rooney","CGY, NYR","C","31","1993-05-21","Canton","MA","USA","USA","74","190","-","-","-","-","-"
"69","Kevin Shattenkirk","ANA, BOS","D","35","1989-01-29","New Rochelle","NY","USA","USA","72","212","2007","COL","1","14","14"
"608","Kevin Stenlund","CBJ, FLA, WPG","C","27","1996-09-20","Huddinge","","SWE","SWE","77","215","2015","CBJ","2","28","58"
"873","Kiefer Sherwood","COL, NSH","L","29","1995-03-31","Columbus","OH","USA","USA","72","194","-","-","-","-","-"
"674","Kieffer Bellows","NYI, PHI","L","26","1998-06-10","Edina","MN","USA","USA","73","195","2016","NYI","1","19","19"
"985","Kirby Dach","CHI, MTL","C","23","2001-01-21","Fort Saskatchewan","AB","CAN","CAN","76","212","2019","CHI","1","3","3"
"618","Kirill Kaprizov","MIN","L","27","1997-04-26","Novokuznetsk","","RUS","RUS","70","202","2015","MIN","5","14","135"
"927","Kirill Marchenko","CBJ","R","23","2000-07-21","Barnaul","","RUS","RUS","75","197","2018","CBJ","2","18","49"
"1186","Kirill Semyonov","TOR","C","29","1994-10-27","Omsk","","RUS","RUS","72","171","-","-","-","-","-"
"786","Klim Kostin","DET, EDM, S.J, STL","C","25","1999-05-05","Penza","","RUS","RUS","75","215","2017","STL","1","31","31"
"771","Kole Lind","SEA","R","25","1998-10-16","Swift Current","SK","CAN","CAN","73","178","2017","VAN","2","2","33"
"631","Kole Sherwood","NSH","R","27","1997-01-22","Columbus","OH","USA","USA","73","212","-","-","-","-","-"
"39","Kris Letang","PIT","D","37","1987-04-24","Montreal","QC","CAN","CAN","72","201","2005","PIT","3","1","62"
"40","Kris Russell","EDM","D","37","1987-05-02","Caroline","AB","CAN","CAN","70","170","2005","CBJ","3","6","67"
"866","Kristian Reichel","WPG","C","26","1998-06-11","Most","","CZE","CZE","72","168","-","-","-","-","-"
"782","Kristian Vesalainen","WPG","L","25","1999-06-01","Helsinki","","FIN","FIN","75","207","2017","WPG","1","24","24"
"754","Kristians Rubins","TOR","D","26","1997-12-11","Jurmala","","LVA","LVA","77","227","-","-","-","-","-"
"292","Kurtis Gabriel","CHI","R","31","1993-04-20","Newmarket","ON","CAN","CAN","76","212","2013","MIN","3","20","81"
"363","Kurtis MacDermid","COL, N.J","D, L","30","1994-03-25","Sauble Beach","ON","CAN","CAN","77","233","-","-","-","-","-"
"375","Kyle Burroughs","S.J, VAN","D","28","1995-07-12","Vancouver","BC","CAN","CAN","72","193","2013","NYI","7","15","196"
